site_id,period,month_start_date,calendar_year,calendar_month,calendar_quarter,month_label,metric,metric_display_name,metric_group,unit,dashboard_page,display_order,plan_value,actual_value,variance_value,variance_pct,alert_direction,alert_level,alert_flag,badness_score,alert_message,plan_version,data_classification,sample_data_flag
demo_north_concentrator,2025-01,2025-01-01,2025,1,1,Jan 2025,operating_cash_flow_proxy_usd,Operating Cash Flow Proxy,Economics,USD,Executive Overview,11,7142694.020678384,6174051.181044614,-968642.8396337703,-0.13561309455921122,lower_is_bad,critical,True,0.13561309455921122,Operating Cash Flow Proxy is 13.6% below plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-01,2025-01-01,2025,1,1,Jan 2025,free_cash_flow_proxy_usd,Free Cash Flow Proxy,Economics,USD,Executive Overview,12,5350694.020678384,4270051.181044614,-1080642.8396337703,-0.20196311645881812,lower_is_bad,critical,True,0.20196311645881812,Free Cash Flow Proxy is 20.2% below plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-01,2025-01-01,2025,1,1,Jan 2025,sustaining_capex_usd,Sustaining Capex,Investment,USD,Cost and Margin,13,1792000.0,1904000.0,112000.0,0.0625,higher_is_bad,on_track,False,0.0625,Sustaining Capex remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-01,2025-01-01,2025,1,1,Jan 2025,working_capital_change_usd,Working Capital Change,Working Capital,USD,Cost and Margin,14,648000.0,702000.0,54000.0,0.08333333333333333,higher_is_bad,on_track,False,0.08333333333333333,Working Capital Change remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-02,2025-02-01,2025,2,1,Feb 2025,throughput_tonnes,Throughput,Operations,tonnes,Monthly Actual vs Plan,1,234900.0,236590.0,1690.0,0.007194550872711793,lower_is_bad,on_track,False,0.0,Throughput remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-02,2025-02-01,2025,2,1,Feb 2025,head_grade_pct,Head Grade,Process Performance,percent,Process Performance,2,0.77,0.745,-0.025000000000000022,-0.03246753246753249,lower_is_bad,warning,True,0.03246753246753249,Head Grade is 3.2% below plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-02,2025-02-01,2025,2,1,Feb 2025,recovery_pct,Recovery,Process Performance,percent,Process Performance,3,86.8,86.65,-0.14999999999999147,-0.001728110599078243,lower_is_bad,on_track,False,0.001728110599078243,Recovery remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-02,2025-02-01,2025,2,1,Feb 2025,copper_production_tonnes,Copper Production,Production,tonnes,Monthly Actual vs Plan,4,1569.97764,1527.0,-42.977640000000065,-0.02737468286491014,lower_is_bad,on_track,False,0.02737468286491014,Copper Production remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-02,2025-02-01,2025,2,1,Feb 2025,copper_price_usd_per_lb,Copper Price,Market,USD/lb,Executive Overview,5,3.98,3.97,-0.009999999999999787,-0.002512562814070298,lower_is_bad,on_track,False,0.002512562814070298,Copper Price remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-02,2025-02-01,2025,2,1,Feb 2025,net_realized_price_usd_per_lb,Net Realized Price,Market,USD/lb,Executive Overview,6,3.73,3.725,-0.004999999999999893,-0.001340482573726513,lower_is_bad,on_track,False,0.001340482573726513,Net Realized Price remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-02,2025-02-01,2025,2,1,Feb 2025,unit_cost_usd_per_tonne,Unit Cost,Cost,USD/t,Cost and Margin,7,17.75,17.85916564520901,0.10916564520901062,0.006150177194873838,higher_is_bad,on_track,False,0.006150177194873838,Unit Cost remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-02,2025-02-01,2025,2,1,Feb 2025,operating_cost_usd,Operating Cost,Cost,USD,Cost and Margin,8,4169475.0,4225300.0,55825.0,0.013388975830290384,higher_is_bad,on_track,False,0.013388975830290384,Operating Cost remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-02,2025-02-01,2025,2,1,Feb 2025,revenue_proxy_usd,Revenue Proxy,Economics,USD,Executive Overview,9,12458445.930872113,12113696.819906939,-344749.1109651737,-0.027671919345163516,lower_is_bad,on_track,False,0.027671919345163516,Revenue Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-02,2025-02-01,2025,2,1,Feb 2025,ebitda_proxy_usd,EBITDA Proxy,Economics,USD,Cost and Margin,10,8288970.9308721125,7888396.819906939,-400574.1109651737,-0.0483261570472208,lower_is_bad,on_track,False,0.0483261570472208,EBITDA Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-02,2025-02-01,2025,2,1,Feb 2025,operating_cash_flow_proxy_usd,Operating Cash Flow Proxy,Economics,USD,Executive Overview,11,7856970.9308721125,7348396.819906939,-508574.1109651737,-0.06472903049276303,lower_is_bad,warning,True,0.06472903049276303,Operating Cash Flow Proxy is 6.5% below plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-02,2025-02-01,2025,2,1,Feb 2025,free_cash_flow_proxy_usd,Free Cash Flow Proxy,Economics,USD,Executive Overview,12,6176970.9308721125,5612396.819906939,-564574.1109651737,-0.09139983290895344,lower_is_bad,warning,True,0.09139983290895344,Free Cash Flow Proxy is 9.1% below plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-02,2025-02-01,2025,2,1,Feb 2025,sustaining_capex_usd,Sustaining Capex,Investment,USD,Cost and Margin,13,1680000.0,1736000.0,56000.0,0.03333333333333333,higher_is_bad,on_track,False,0.03333333333333333,Sustaining Capex remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-02,2025-02-01,2025,2,1,Feb 2025,working_capital_change_usd,Working Capital Change,Working Capital,USD,Cost and Margin,14,432000.0,540000.0,108000.0,0.25,higher_is_bad,critical,True,0.25,Working Capital Change is 25.0% above plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-03,2025-03-01,2025,3,1,Mar 2025,throughput_tonnes,Throughput,Operations,tonnes,Monthly Actual vs Plan,1,244850.0,244800.0,-50.0,-0.00020420665713702266,lower_is_bad,on_track,False,0.00020420665713702266,Throughput remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-03,2025-03-01,2025,3,1,Mar 2025,head_grade_pct,Head Grade,Process Performance,percent,Process Performance,2,0.76,0.735,-0.025000000000000022,-0.03289473684210529,lower_is_bad,warning,True,0.03289473684210529,Head Grade is 3.3% below plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-03,2025-03-01,2025,3,1,Mar 2025,recovery_pct,Recovery,Process Performance,percent,Process Performance,3,87.1,87.15,0.05000000000001137,0.0005740528128589136,lower_is_bad,on_track,False,0.0,Recovery remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-03,2025-03-01,2025,3,1,Mar 2025,copper_production_tonnes,Copper Production,Production,tonnes,Monthly Actual vs Plan,4,1620.8090599999998,1568.0,-52.80905999999982,-0.032581913134172524,lower_is_bad,warning,True,0.032581913134172524,Copper Production is 3.3% below plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-03,2025-03-01,2025,3,1,Mar 2025,copper_price_usd_per_lb,Copper Price,Market,USD/lb,Executive Overview,5,4.05,4.04,-0.009999999999999787,-0.0024691358024690833,lower_is_bad,on_track,False,0.0024691358024690833,Copper Price remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-03,2025-03-01,2025,3,1,Mar 2025,net_realized_price_usd_per_lb,Net Realized Price,Market,USD/lb,Executive Overview,6,3.8,3.795,-0.004999999999999893,-0.0013157894736841825,lower_is_bad,on_track,False,0.0013157894736841825,Net Realized Price remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-03,2025-03-01,2025,3,1,Mar 2025,unit_cost_usd_per_tonne,Unit Cost,Cost,USD/t,Cost and Margin,7,17.55,17.67892156862745,0.12892156862745097,0.007345958326350482,higher_is_bad,on_track,False,0.007345958326350482,Unit Cost remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-03,2025-03-01,2025,3,1,Mar 2025,operating_cost_usd,Operating Cost,Cost,USD,Cost and Margin,8,4297117.5,4327800.0,30682.5,0.007140251575620169,higher_is_bad,on_track,False,0.007140251575620169,Operating Cost remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-03,2025-03-01,2025,3,1,Mar 2025,revenue_proxy_usd,Revenue Proxy,Economics,USD,Executive Overview,9,13103189.595149714,12672702.05626076,-430487.5388889536,-0.03285364496658914,lower_is_bad,warning,True,0.03285364496658914,Revenue Proxy is 3.3% below plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-03,2025-03-01,2025,3,1,Mar 2025,ebitda_proxy_usd,EBITDA Proxy,Economics,USD,Cost and Margin,10,8806072.095149714,8344902.056260761,-461170.0388889536,-0.05236955068116702,lower_is_bad,warning,True,0.05236955068116702,EBITDA Proxy is 5.2% below plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-03,2025-03-01,2025,3,1,Mar 2025,operating_cash_flow_proxy_usd,Operating Cash Flow Proxy,Economics,USD,Executive Overview,11,8482072.095149714,7966902.056260761,-515170.0388889536,-0.060736342854659564,lower_is_bad,warning,True,0.060736342854659564,Operating Cash Flow Proxy is 6.1% below plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-03,2025-03-01,2025,3,1,Mar 2025,free_cash_flow_proxy_usd,Free Cash Flow Proxy,Economics,USD,Executive Overview,12,6746072.0951497145,6286902.056260761,-459170.0388889536,-0.068064798658035,lower_is_bad,on_track,False,0.068064798658035,Free Cash Flow Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-03,2025-03-01,2025,3,1,Mar 2025,sustaining_capex_usd,Sustaining Capex,Investment,USD,Cost and Margin,13,1736000.0,1680000.0,-56000.0,-0.03225806451612903,higher_is_bad,on_track,False,0.0,Sustaining Capex remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-03,2025-03-01,2025,3,1,Mar 2025,working_capital_change_usd,Working Capital Change,Working Capital,USD,Cost and Margin,14,324000.0,378000.0,54000.0,0.16666666666666666,higher_is_bad,warning,True,0.16666666666666666,Working Capital Change is 16.7% above plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-04,2025-04-01,2025,4,2,Apr 2025,throughput_tonnes,Throughput,Operations,tonnes,Monthly Actual vs Plan,1,247800.0,250200.0,2400.0,0.009685230024213076,lower_is_bad,on_track,False,0.0,Throughput remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-04,2025-04-01,2025,4,2,Apr 2025,head_grade_pct,Head Grade,Process Performance,percent,Process Performance,2,0.78,0.765,-0.015000000000000013,-0.019230769230769246,lower_is_bad,on_track,False,0.019230769230769246,Head Grade remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-04,2025-04-01,2025,4,2,Apr 2025,recovery_pct,Recovery,Process Performance,percent,Process Performance,3,87.4,87.25,-0.15000000000000568,-0.0017162471395881656,lower_is_bad,on_track,False,0.0017162471395881656,Recovery remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-04,2025-04-01,2025,4,2,Apr 2025,copper_production_tonnes,Copper Production,Production,tonnes,Monthly Actual vs Plan,4,1689.3021600000004,1670.0,-19.302160000000413,-0.011426114556084157,lower_is_bad,on_track,False,0.011426114556084157,Copper Production remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-04,2025-04-01,2025,4,2,Apr 2025,copper_price_usd_per_lb,Copper Price,Market,USD/lb,Executive Overview,5,4.12,4.12,0.0,0.0,lower_is_bad,on_track,False,-0.0,Copper Price remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-04,2025-04-01,2025,4,2,Apr 2025,net_realized_price_usd_per_lb,Net Realized Price,Market,USD/lb,Executive Overview,6,3.87,3.8850000000000002,0.015000000000000124,0.003875968992248094,lower_is_bad,on_track,False,0.0,Net Realized Price remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-04,2025-04-01,2025,4,2,Apr 2025,unit_cost_usd_per_tonne,Unit Cost,Cost,USD/t,Cost and Margin,7,17.45,17.574540367705836,0.12454036770583699,0.007136983822684068,higher_is_bad,on_track,False,0.007136983822684068,Unit Cost remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-04,2025-04-01,2025,4,2,Apr 2025,operating_cost_usd,Operating Cost,Cost,USD,Cost and Margin,8,4324110.0,4397150.0,73040.0,0.01689133717689883,higher_is_bad,on_track,False,0.01689133717689883,Operating Cost remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-04,2025-04-01,2025,4,2,Apr 2025,revenue_proxy_usd,Revenue Proxy,Economics,USD,Executive Overview,9,13908486.559488434,13817162.973891031,-91323.58559740335,-0.006566033278085312,lower_is_bad,on_track,False,0.006566033278085312,Revenue Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-04,2025-04-01,2025,4,2,Apr 2025,ebitda_proxy_usd,EBITDA Proxy,Economics,USD,Cost and Margin,10,9584376.559488434,9420012.973891031,-164363.58559740335,-0.017149116019934033,lower_is_bad,on_track,False,0.017149116019934033,EBITDA Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-04,2025-04-01,2025,4,2,Apr 2025,operating_cash_flow_proxy_usd,Operating Cash Flow Proxy,Economics,USD,Executive Overview,11,9368376.559488434,9150012.973891031,-218363.58559740335,-0.023308583318658493,lower_is_bad,on_track,False,0.023308583318658493,Operating Cash Flow Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-04,2025-04-01,2025,4,2,Apr 2025,free_cash_flow_proxy_usd,Free Cash Flow Proxy,Economics,USD,Executive Overview,12,7688376.559488434,7358012.973891031,-330363.58559740335,-0.042969225432863675,lower_is_bad,on_track,False,0.042969225432863675,Free Cash Flow Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-04,2025-04-01,2025,4,2,Apr 2025,sustaining_capex_usd,Sustaining Capex,Investment,USD,Cost and Margin,13,1680000.0,1792000.0,112000.0,0.06666666666666667,higher_is_bad,on_track,False,0.06666666666666667,Sustaining Capex remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-04,2025-04-01,2025,4,2,Apr 2025,working_capital_change_usd,Working Capital Change,Working Capital,USD,Cost and Margin,14,216000.0,270000.0,54000.0,0.25,higher_is_bad,critical,True,0.25,Working Capital Change is 25.0% above plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-05,2025-05-01,2025,5,2,May 2025,throughput_tonnes,Throughput,Operations,tonnes,Monthly Actual vs Plan,1,256800.0,256810.0,10.0,3.8940809968847354e-05,lower_is_bad,on_track,False,0.0,Throughput remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-05,2025-05-01,2025,5,2,May 2025,head_grade_pct,Head Grade,Process Performance,percent,Process Performance,2,0.79,0.775,-0.015000000000000013,-0.018987341772151913,lower_is_bad,on_track,False,0.018987341772151913,Head Grade remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-05,2025-05-01,2025,5,2,May 2025,recovery_pct,Recovery,Process Performance,percent,Process Performance,3,87.8,87.85,0.04999999999999716,0.0005694760820045235,lower_is_bad,on_track,False,0.0,Recovery remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-05,2025-05-01,2025,5,2,May 2025,copper_production_tonnes,Copper Production,Production,tonnes,Monthly Actual vs Plan,4,1781.2161600000002,1748.0,-33.21616000000017,-0.01864802304510878,lower_is_bad,on_track,False,0.01864802304510878,Copper Production remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-05,2025-05-01,2025,5,2,May 2025,copper_price_usd_per_lb,Copper Price,Market,USD/lb,Executive Overview,5,4.18,4.24,0.0600000000000005,0.014354066985646053,lower_is_bad,on_track,False,0.0,Copper Price remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-05,2025-05-01,2025,5,2,May 2025,net_realized_price_usd_per_lb,Net Realized Price,Market,USD/lb,Executive Overview,6,3.9299999999999997,4.005,0.07500000000000018,0.0190839694656489,lower_is_bad,on_track,False,0.0,Net Realized Price remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-05,2025-05-01,2025,5,2,May 2025,unit_cost_usd_per_tonne,Unit Cost,Cost,USD/t,Cost and Margin,7,17.35,17.324675830380436,-0.02532416961956585,-0.0014596063181305965,higher_is_bad,on_track,False,0.0,Unit Cost remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-05,2025-05-01,2025,5,2,May 2025,operating_cost_usd,Operating Cost,Cost,USD,Cost and Margin,8,4455480.0,4449150.0,-6330.0,-0.0014207223464138543,higher_is_bad,on_track,False,0.0,Operating Cost remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-05,2025-05-01,2025,5,2,May 2025,revenue_proxy_usd,Revenue Proxy,Economics,USD,Executive Overview,9,14892607.708537405,14909234.121384703,16626.412847297266,0.0011164205203475501,lower_is_bad,on_track,False,0.0,Revenue Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-05,2025-05-01,2025,5,2,May 2025,ebitda_proxy_usd,EBITDA Proxy,Economics,USD,Cost and Margin,10,10437127.708537405,10460084.121384703,22956.412847297266,0.0021994952527522762,lower_is_bad,on_track,False,0.0,EBITDA Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-05,2025-05-01,2025,5,2,May 2025,operating_cash_flow_proxy_usd,Operating Cash Flow Proxy,Economics,USD,Executive Overview,11,10275127.708537405,10244084.121384703,-31043.587152702734,-0.003021236137718193,lower_is_bad,on_track,False,0.003021236137718193,Operating Cash Flow Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-05,2025-05-01,2025,5,2,May 2025,free_cash_flow_proxy_usd,Free Cash Flow Proxy,Economics,USD,Executive Overview,12,8483127.708537405,8396084.121384703,-87043.58715270273,-0.010260789433253753,lower_is_bad,on_track,False,0.010260789433253753,Free Cash Flow Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-05,2025-05-01,2025,5,2,May 2025,sustaining_capex_usd,Sustaining Capex,Investment,USD,Cost and Margin,13,1792000.0,1848000.0,56000.0,0.03125,higher_is_bad,on_track,False,0.03125,Sustaining Capex remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-05,2025-05-01,2025,5,2,May 2025,working_capital_change_usd,Working Capital Change,Working Capital,USD,Cost and Margin,14,162000.0,216000.0,54000.0,0.3333333333333333,higher_is_bad,critical,True,0.3333333333333333,Working Capital Change is 33.3% above plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-06,2025-06-01,2025,6,2,Jun 2025,throughput_tonnes,Throughput,Operations,tonnes,Monthly Actual vs Plan,1,259200.0,261690.0,2490.0,0.009606481481481481,lower_is_bad,on_track,False,0.0,Throughput remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-06,2025-06-01,2025,6,2,Jun 2025,head_grade_pct,Head Grade,Process Performance,percent,Process Performance,2,0.81,0.785,-0.025000000000000022,-0.030864197530864224,lower_is_bad,warning,True,0.030864197530864224,Head Grade is 3.1% below plan.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-06,2025-06-01,2025,6,2,Jun 2025,recovery_pct,Recovery,Process Performance,percent,Process Performance,3,88.0,88.15,0.15000000000000568,0.001704545454545519,lower_is_bad,on_track,False,0.0,Recovery remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-06,2025-06-01,2025,6,2,Jun 2025,copper_production_tonnes,Copper Production,Production,tonnes,Monthly Actual vs Plan,4,1847.5776000000003,1811.0,-36.5776000000003,-0.01979759875850427,lower_is_bad,on_track,False,0.01979759875850427,Copper Production remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-06,2025-06-01,2025,6,2,Jun 2025,copper_price_usd_per_lb,Copper Price,Market,USD/lb,Executive Overview,5,4.22,4.31,0.08999999999999986,0.021327014218009446,lower_is_bad,on_track,False,0.0,Copper Price remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-06,2025-06-01,2025,6,2,Jun 2025,net_realized_price_usd_per_lb,Net Realized Price,Market,USD/lb,Executive Overview,6,3.9699999999999998,4.074999999999999,0.10499999999999954,0.026448362720402907,lower_is_bad,on_track,False,0.0,Net Realized Price remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-06,2025-06-01,2025,6,2,Jun 2025,unit_cost_usd_per_tonne,Unit Cost,Cost,USD/t,Cost and Margin,7,17.25,17.228208949520425,-0.021791050479574636,-0.001263249303163747,higher_is_bad,on_track,False,0.0,Unit Cost remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-06,2025-06-01,2025,6,2,Jun 2025,operating_cost_usd,Operating Cost,Cost,USD,Cost and Margin,8,4471200.0,4508450.0,37250.0,0.008331096797280372,higher_is_bad,on_track,False,0.008331096797280372,Operating Cost remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
demo_north_concentrator,2025-06,2025-06-01,2025,6,2,Jun 2025,revenue_proxy_usd,Revenue Proxy,Economics,USD,Executive Overview,9,15604676.428935371,15716558.34952417,111881.92058879882,0.007169768697115622,lower_is_bad,on_track,False,0.0,Revenue Proxy remains within the monthly tolerance band.,sample_demo_budget_2025,sample_demo_monthly_monitoring,True
